(1,1,1, 1) comes to 24,,,
(1,1,1, 2) comes to 24,,,
(1,1,1, 3) comes to 24,,,
(1,1,1, 4) comes to 24,,,
(1,1,1, 5) comes to 24,,,
(1,1,1, 6) comes to 24,,,
(1,1,1, 7) comes to 24,,,
(1,1,1, 8) comes to 24,,,
(1,1,1, 9) is insoluable to 24,,,
(1,1,2, 2) comes to 24,,,
(1,1,2, 3) comes to 24,,,
(1,1,2, 4) comes to 24,,,
(1,1,2, 5) comes to 24,,,
(1,1,2, 6) comes to 24,,,
(1,1,2, 7) comes to 24,,,
(1,1,2, 8) comes to 24,,,
(1,1,2, 9) comes to 24,,,
(1,1,3, 3) comes to 24,,,
(1,1,3, 4) comes to 24,,,
(1,1,3, 5) comes to 24,,,
(1,1,3, 6) comes to 24,,,
(1,1,3, 7) comes to 24,,,
(1,1,3, 8) comes to 24,,,
(1,1,3, 9) comes to 24,,,
(1,1,4, 4) comes to 24,,,
(1,1,4, 5) comes to 24,,,
(1,1,4, 6) comes to 24,,,
(1,1,4, 7) comes to 24,,,
(1,1,4, 8) comes to 24,,,
(1,1,4, 9) comes to 24,,,
(1,1,5, 5) comes to 24,,,
(1,1,5, 6) comes to 24,,,
(1,1,5, 7) comes to 24,,,
(1,1,5, 8) comes to 24,,,
(1,1,5, 9) comes to 24,,,
(1,1,6, 6) comes to 24,,,
(1,1,6, 7) is insoluable to 24,,,
(1,1,6, 8) comes to 24,,,
(1,1,6, 9) comes to 24,,,
(1,1,7, 7) is insoluable to 24,,,
(1,1,7, 8) is insoluable to 24,,,
(1,1,7, 9) comes to 24,,,
(1,1,8, 8) comes to 24,,,
(1,1,8, 9) is insoluable to 24,,,
(1,1,9, 9) is insoluable to 24,,,
(1,2,2, 2) comes to 24,,,
(1,2,2, 3) comes to 24,,,
(1,2,2, 4) comes to 24,,,
(1,2,2, 5) comes to 24,,,
(1,2,2, 6) comes to 24,,,
(1,2,2, 7) comes to 24,,,
(1,2,2, 8) comes to 24,,,
(1,2,2, 9) comes to 24,,,
(1,2,3, 3) comes to 24,,,
(1,2,3, 4) comes to 24,,,
(1,2,3, 5) comes to 24,,,
(1,2,3, 6) comes to 24,,,
(1,2,3, 7) comes to 24,,,
(1,2,3, 8) comes to 24,,,
(1,2,3, 9) comes to 24,,,
(1,2,4, 4) comes to 24,,,
(1,2,4, 5) comes to 24,,,
(1,2,4, 6) comes to 24,,,
(1,2,4, 7) comes to 24,,,
(1,2,4, 8) comes to 24,,,
(1,2,4, 9) comes to 24,,,
(1,2,5, 5) comes to 24,,,
(1,2,5, 6) comes to 24,,,
(1,2,5, 7) comes to 24,,,
(1,2,5, 8) comes to 24,,,
(1,2,5, 9) comes to 24,,,
(1,2,6, 6) comes to 24,,,
(1,2,6, 7) comes to 24,,,
(1,2,6, 8) comes to 24,,,
(1,2,6, 9) comes to 24,,,
(1,2,7, 7) comes to 24,,,
(1,2,7, 8) comes to 24,,,
(1,2,7, 9) comes to 24,,,
(1,2,8, 8) comes to 24,,,
(1,2,8, 9) comes to 24,,,
(1,2,9, 9) comes to 24,,,
(1,3,3, 3) comes to 24,,,
(1,3,3, 4) comes to 24,,,
(1,3,3, 5) comes to 24,,,
(1,3,3, 6) comes to 24,,,
(1,3,3, 7) comes to 24,,,
(1,3,3, 8) comes to 24,,,
(1,3,3, 9) comes to 24,,,
(1,3,4, 4) comes to 24,,,
(1,3,4, 5) comes to 24,,,
(1,3,4, 6) comes to 24,,,
(1,3,4, 7) comes to 24,,,
(1,3,4, 8) comes to 24,,,
(1,3,4, 9) comes to 24,,,
(1,3,5, 5) comes to 24,,,
(1,3,5, 6) comes to 24,,,
(1,3,5, 7) comes to 24,,,
(1,3,5, 8) comes to 24,,,
(1,3,5, 9) comes to 24,,,
(1,3,6, 6) comes to 24,,,
(1,3,6, 7) comes to 24,,,
(1,3,6, 8) comes to 24,,,
(1,3,6, 9) comes to 24,,,
(1,3,7, 7) comes to 24,,,
(1,3,7, 8) comes to 24,,,
(1,3,7, 9) comes to 24,,,
(1,3,8, 8) comes to 24,,,
(1,3,8, 9) comes to 24,,,
(1,3,9, 9) comes to 24,,,
(1,4,4, 4) comes to 24,,,
(1,4,4, 5) comes to 24,,,
(1,4,4, 6) comes to 24,,,
(1,4,4, 7) comes to 24,,,
(1,4,4, 8) comes to 24,,,
(1,4,4, 9) comes to 24,,,
(1,4,5, 5) comes to 24,,,
(1,4,5, 6) comes to 24,,,
(1,4,5, 7) comes to 24,,,
(1,4,5, 8) comes to 24,,,
(1,4,5, 9) comes to 24,,,
(1,4,6, 6) comes to 24,,,
(1,4,6, 7) comes to 24,,,
(1,4,6, 8) comes to 24,,,
(1,4,6, 9) comes to 24,,,
(1,4,7, 7) comes to 24,,,
(1,4,7, 8) comes to 24,,,
(1,4,7, 9) comes to 24,,,
(1,4,8, 8) comes to 24,,,
(1,4,8, 9) comes to 24,,,
(1,4,9, 9) comes to 24,,,
(1,5,5, 5) comes to 24,,,
(1,5,5, 6) comes to 24,,,
(1,5,5, 7) comes to 24,,,
(1,5,5, 8) comes to 24,,,
(1,5,5, 9) comes to 24,,,
(1,5,6, 6) comes to 24,,,
(1,5,6, 7) comes to 24,,,
(1,5,6, 8) comes to 24,,,
(1,5,6, 9) comes to 24,,,
(1,5,7, 7) comes to 24,,,
(1,5,7, 8) comes to 24,,,
(1,5,7, 9) comes to 24,,,
(1,5,8, 8) comes to 24,,,
(1,5,8, 9) comes to 24,,,
(1,5,9, 9) comes to 24,,,
(1,6,6, 6) comes to 24,,,
(1,6,6, 7) comes to 24,,,
(1,6,6, 8) comes to 24,,,
(1,6,6, 9) comes to 24,,,
(1,6,7, 7) is insoluable to 24,,,
(1,6,7, 8) comes to 24,,,
(1,6,7, 9) comes to 24,,,
(1,6,8, 8) comes to 24,,,
